Source Name	Characteristics[organism]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[population]	Characteristics[coriell id]	Material Type	Protocol REF	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Comment[MD5]	Factor Value[immunoprecipitate]	Factor Value[coriell id]
NA12043_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12043	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12043_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12043_PU.1	sequencing assay	IP_12043_PU1_120605_5_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12043_PU1_120605_5_sorted.bam	009697d7da952e6c1d14ce626d9066b4	PU.1	NA12043
NA12043_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12043	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12043_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12043_RPB2	sequencing assay	IP_12043_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12043_RPB2_merge_sorted.bam	b5de5a2924481af79244902ff5c317e8	RPB2	NA12043
NA12154_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12154	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12154_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12154_H3K27ac	sequencing assay	IP_12154_H3K27ac_120628_3_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12154_H3K27ac_120628_3_sorted.bam	b67d5a98001e2d7e6b2a40c2b8bcc128	H3K27ac	NA12154
NA12154_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12154	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12154_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12154_H3K4me1	sequencing assay	IP_12154_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12154_H3K4me1_merge_sorted.bam	8e9a7a33a8319d79bf080188c9484029	H3K4me1	NA12154
NA12154_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12154	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12154_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12154_H3K4me3	sequencing assay	IP_12154_H3K4me3_120521_6_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12154_H3K4me3_120521_6_sorted.bam	3b069eb76f766100dbc1d07f1818e028	H3K4me3	NA12154
NA12154_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12154	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12154_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12154_PU.1	sequencing assay	IP_12154_PU1_120521_6_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12154_PU1_120521_6_sorted.bam	5165502c6e04f53a6eb21a067b0fd963	PU.1	NA12154
NA12154_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12154	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12154_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12154_RPB2	sequencing assay	IP_12154_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12154_RPB2_merge_sorted.bam	a89f05d77ce86fe69dbfb77734cbe12d	RPB2	NA12154
NA12156_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12156	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12156_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12156_H3K27ac	sequencing assay	IP_12156_H3K27ac_120628_4_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12156_H3K27ac_120628_4_sorted.bam	cdd08356e8e8a824b968074cc459c1a7	H3K27ac	NA12156
NA12156_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12156	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12156_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12156_H3K4me1	sequencing assay	IP_12156_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12156_H3K4me1_merge_sorted.bam	a28a4c5f23f0cc9c90b45218b811760a	H3K4me1	NA12156
NA12156_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12156	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12156_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12156_H3K4me3	sequencing assay	IP_12156_H3K4me3_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12156_H3K4me3_merge_sorted.bam	ccf93487663a24f030fc3301b16d6a4a	H3K4me3	NA12156
NA12156_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12156	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12156_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12156_PU.1	sequencing assay	IP_12156_PU1_120605_5_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12156_PU1_120605_5_sorted.bam	04d664d041fc15ed324cc51e8cf76215	PU.1	NA12156
NA12156_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12156	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12156_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12156_RPB2	sequencing assay	IP_12156_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12156_RPB2_merge_sorted.bam	f7517e1eb3741362c2c1cfd826f2753f	RPB2	NA12156
NA12234_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12234	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12234_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12234_H3K27ac	sequencing assay	IP_12234_H3K27ac_120628_4_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12234_H3K27ac_120628_4_sorted.bam	4bdf75b68120edfb4eb3043690357b9c	H3K27ac	NA12234
NA12234_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12234	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12234_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12234_H3K4me1	sequencing assay	IP_12234_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12234_H3K4me1_merge_sorted.bam	0f278f06a53bbddd216f215d95a41ff7	H3K4me1	NA12234
NA12234_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12234	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12234_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12234_H3K4me3	sequencing assay	IP_12234_H3K4me3_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12234_H3K4me3_merge_sorted.bam	d9fcd184b1ae883cdc905f8a398f6533	H3K4me3	NA12234
NA12234_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12234	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12234_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12234_PU.1	sequencing assay	IP_12234_PU1_120612_6_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12234_PU1_120612_6_sorted.bam	297904f88b430f99ddaf0bddf3f3ce90	PU.1	NA12234
NA12234_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12234	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12234_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12234_RPB2	sequencing assay	IP_12234_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12234_RPB2_merge_sorted.bam	50ccf7debcdf4ca3db48454e66e10398	RPB2	NA12234
NA12249_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12249	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12249_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12249_H3K27ac	sequencing assay	IP_12249_H3K27ac_120628_5_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12249_H3K27ac_120628_5_sorted.bam	67e95c668e58de21494204420cefbaa4	H3K27ac	NA12249
NA12249_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12249	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12249_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12249_H3K4me1	sequencing assay	IP_12249_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12249_H3K4me1_merge_sorted.bam	637e73c9f9420017b304178f4a4264c5	H3K4me1	NA12249
NA12249_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12249	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12249_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12249_H3K4me3	sequencing assay	IP_12249_H3K4me3_120605_8_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12249_H3K4me3_120605_8_sorted.bam	605381567e3ac0edd8e167fd51112c97	H3K4me3	NA12249
NA12249_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12249	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12249_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12249_PU.1	sequencing assay	IP_12249_PU1_120612_4_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12249_PU1_120612_4_sorted.bam	c21d3b97daf3475a0a49502d20a69b7c	PU.1	NA12249
NA12249_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12249	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12249_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12249_RPB2	sequencing assay	IP_12249_RPB2_120515_6_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12249_RPB2_120515_6_sorted.bam	751a1882e93d4b1c6076730d1d614736	RPB2	NA12249
NA12275_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12275	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12275_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12275_H3K27ac	sequencing assay	IP_12275_H3K27ac_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12275_H3K27ac_merge_sorted.bam	e9c315f17d8cb120e1a3635706db8a99	H3K27ac	NA12275
NA12275_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12275	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12275_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12275_H3K4me1	sequencing assay	IP_12275_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12275_H3K4me1_merge_sorted.bam	1bd9a1a36fa1e9f5dce44fbd4e22c20b	H3K4me1	NA12275
NA12275_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12275	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12275_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12275_H3K4me3	sequencing assay	IP_12275_H3K4me3_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12275_H3K4me3_merge_sorted.bam	f546a3ac3861823fd99a672ccfd0601e	H3K4me3	NA12275
NA12275_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12275	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12275_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12275_PU.1	sequencing assay	IP_12275_PU1_120605_3_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12275_PU1_120605_3_sorted.bam	e9ec5f3c07a63e26b76b8253a2ec7008	PU.1	NA12275
NA12275_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12275	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12275_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12275_RPB2	sequencing assay	IP_12275_RPB2_120515_2_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12275_RPB2_120515_2_sorted.bam	f567af4dd400960a8c7b147cb8b0f8dc	RPB2	NA12275
NA12282_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12282	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12282_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12282_H3K27ac	sequencing assay	IP_12282_H3K27ac_120628_4_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12282_H3K27ac_120628_4_sorted.bam	a1b46eee1387f802993415b310f4bcc2	H3K27ac	NA12282
NA12282_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12282	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12282_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12282_H3K4me1	sequencing assay	IP_12282_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12282_H3K4me1_merge_sorted.bam	e42e17e96713712d754dcbcb9107416a	H3K4me1	NA12282
NA12282_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12282	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12282_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12282_H3K4me3	sequencing assay	IP_12282_H3K4me3_120521_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12282_H3K4me3_120521_7_sorted.bam	9bebdaad1c82e4fadd462ceeb76b9f2f	H3K4me3	NA12282
NA12282_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12282	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12282_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12282_PU.1	sequencing assay	IP_12282_PU1_120521_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12282_PU1_120521_7_sorted.bam	76ca51409a74357c8ccbfbb68a2c1ae2	PU.1	NA12282
NA12282_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12282	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12282_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12282_RPB2	sequencing assay	IP_12282_RPB2_120515_2_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12282_RPB2_120515_2_sorted.bam	5b28b6ef383feecb83af4b2eab21e22e	RPB2	NA12282
NA12286_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12286	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12286_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12286_H3K27ac	sequencing assay	IP_12286_H3K27ac_120628_5_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12286_H3K27ac_120628_5_sorted.bam	d056ac7ac9336421bdd1032e85e096d3	H3K27ac	NA12286
NA12286_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12286	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12286_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12286_H3K4me1	sequencing assay	IP_12286_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12286_H3K4me1_merge_sorted.bam	236066db5f5b0923521cdb090d550a59	H3K4me1	NA12286
NA12286_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12286	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12286_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12286_H3K4me3	sequencing assay	IP_12286_H3K4me3_120521_8_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12286_H3K4me3_120521_8_sorted.bam	ad6f22e14c6d52dce7c06c75e7439cfb	H3K4me3	NA12286
NA12286_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12286	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12286_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12286_PU.1	sequencing assay	IP_12286_PU1_120521_8_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12286_PU1_120521_8_sorted.bam	988c5a1965741445da6cbaf0e4644756	PU.1	NA12286
NA12286_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12286	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12286_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12286_RPB2	sequencing assay	IP_12286_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12286_RPB2_merge_sorted.bam	d4c4625fb6c7fc4b5de2a69ff9e53dc4	RPB2	NA12286
NA12287_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12287	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12287_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12287_H3K27ac	sequencing assay	IP_12287_H3K27ac_120628_5_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12287_H3K27ac_120628_5_sorted.bam	75862cc12f38cb8ce8369f9c3e8fb31a	H3K27ac	NA12287
NA12287_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12287	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12287_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12287_H3K4me1	sequencing assay	IP_12287_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12287_H3K4me1_merge_sorted.bam	19ff86e3a0455f27d5d45a325b4be5f8	H3K4me1	NA12287
NA12287_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12287	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12287_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12287_H3K4me3	sequencing assay	IP_12287_H3K4me3_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12287_H3K4me3_merge_sorted.bam	6ea093572b0872663b81da52bdf2aada	H3K4me3	NA12287
NA12287_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12287	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12287_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12287_PU.1	sequencing assay	IP_12287_PU1_120605_6_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12287_PU1_120605_6_sorted.bam	33505a4f95b838b867e0d15b4f01f016	PU.1	NA12287
NA12287_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12287	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12287_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12287_RPB2	sequencing assay	IP_12287_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12287_RPB2_merge_sorted.bam	a50f62d0213301f0440d05a3dd722a5f	RPB2	NA12287
NA12383_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12383	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12383_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12383_H3K27ac	sequencing assay	IP_12383_H3K27ac_120628_5_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12383_H3K27ac_120628_5_sorted.bam	417437d2275ef78b25c530e27e5d7541	H3K27ac	NA12383
