Source Name	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[strain]	Characteristics[sample description]	Characteristics[sex]	Characteristics[cell type]	Characteristics[immunoprecipitate]	Comment[BioSD_SAMPLE]	Comment[ENA_ALIAS]	Comment[ENA_SAMPLE]	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[Center]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[sex]	Factor Value[immunoprecipitate]
ERS037353	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12892_rep3-sc-2011-06-09T13:38:50Z-1162275	ERS037353	LIBRARY_CONSTRUCTION_PROTOCOL_1	3633631_ERX200545	PAIRED	ChIP	GENOMIC	ChIP-Seq	192	55	SEQUENCING_PROTOCOL_1	SC	ERX200545	sequencing assay	ERX200545	ERR225885_1	SC	ERR225885	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225885/ERR225885_1.fastq.gz	female	    
ERS037353	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12892_rep3-sc-2011-06-09T13:38:50Z-1162275	ERS037353	LIBRARY_CONSTRUCTION_PROTOCOL_1	3633631_ERX200545	PAIRED	ChIP	GENOMIC	ChIP-Seq	192	55	SEQUENCING_PROTOCOL_1	SC	ERX200545	sequencing assay	ERX200545	ERR225885_2	SC	ERR225885	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225885/ERR225885_2.fastq.gz	female	    
ERS037354	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12892_rep4-sc-2011-06-09T13:38:50Z-1162276	ERS037354	LIBRARY_CONSTRUCTION_PROTOCOL_1	3737640_ERX200550	PAIRED	ChIP	GENOMIC	ChIP-Seq	252	94	SEQUENCING_PROTOCOL_1	SC	ERX200550	sequencing assay	ERX200550	ERR225890_1	SC	ERR225890	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225890/ERR225890_1.fastq.gz	female	    
ERS037354	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12892_rep4-sc-2011-06-09T13:38:50Z-1162276	ERS037354	LIBRARY_CONSTRUCTION_PROTOCOL_1	3737640_ERX200550	PAIRED	ChIP	GENOMIC	ChIP-Seq	252	94	SEQUENCING_PROTOCOL_1	SC	ERX200550	sequencing assay	ERX200550	ERR225890_2	SC	ERR225890	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225890/ERR225890_2.fastq.gz	female	    
ERS037355	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12892_rep5-sc-2011-06-09T13:38:51Z-1162277	ERS037355	LIBRARY_CONSTRUCTION_PROTOCOL_1	3737641_ERX200551	PAIRED	ChIP	GENOMIC	ChIP-Seq	252	94	SEQUENCING_PROTOCOL_1	SC	ERX200551	sequencing assay	ERX200551	ERR225891_1	SC	ERR225891	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225891/ERR225891_1.fastq.gz	female	    
ERS037355	Homo sapiens	NCBI Taxonomy	9606	  	  	female	B-Lymphocyte	  	  	GM12892_rep5-sc-2011-06-09T13:38:51Z-1162277	ERS037355	LIBRARY_CONSTRUCTION_PROTOCOL_1	3737641_ERX200551	PAIRED	ChIP	GENOMIC	ChIP-Seq	252	94	SEQUENCING_PROTOCOL_1	SC	ERX200551	sequencing assay	ERX200551	ERR225891_2	SC	ERR225891	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225891/ERR225891_2.fastq.gz	female	    
ERS064934	Homo sapiens	NCBI Taxonomy	9606	  	  	  	  	  	  	GM12891B2_69-sc-2011-09-30T11:53:08Z-1283445	ERS064934	LIBRARY_CONSTRUCTION_PROTOCOL_1	3737643_ERX200552	PAIRED	ChIP	GENOMIC	ChIP-Seq	210	66	SEQUENCING_PROTOCOL_1	SC	ERX200552	sequencing assay	ERX200552	ERR225892_1	SC	ERR225892	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225892/ERR225892_1.fastq.gz	  	        
ERS064934	Homo sapiens	NCBI Taxonomy	9606	  	  	  	  	  	  	GM12891B2_69-sc-2011-09-30T11:53:08Z-1283445	ERS064934	LIBRARY_CONSTRUCTION_PROTOCOL_1	3737643_ERX200552	PAIRED	ChIP	GENOMIC	ChIP-Seq	210	66	SEQUENCING_PROTOCOL_1	SC	ERX200552	sequencing assay	ERX200552	ERR225892_2	SC	ERR225892	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225892/ERR225892_2.fastq.gz	  	        
ERS064935	Homo sapiens	NCBI Taxonomy	9606	  	  	  	  	  	  	GM12892B1_70-sc-2011-09-30T11:53:09Z-1283446	ERS064935	LIBRARY_CONSTRUCTION_PROTOCOL_1	3737642_ERX200553	PAIRED	ChIP	GENOMIC	ChIP-Seq	210	66	SEQUENCING_PROTOCOL_1	SC	ERX200553	sequencing assay	ERX200553	ERR225893_1	SC	ERR225893	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225893/ERR225893_1.fastq.gz	  	        
ERS064935	Homo sapiens	NCBI Taxonomy	9606	  	  	  	  	  	  	GM12892B1_70-sc-2011-09-30T11:53:09Z-1283446	ERS064935	LIBRARY_CONSTRUCTION_PROTOCOL_1	3737642_ERX200553	PAIRED	ChIP	GENOMIC	ChIP-Seq	210	66	SEQUENCING_PROTOCOL_1	SC	ERX200553	sequencing assay	ERX200553	ERR225893_2	SC	ERR225893	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225893/ERR225893_2.fastq.gz	  	        
ERS064936	Homo sapiens	NCBI Taxonomy	9606	  	  	  	  	  	  	GM12155i_71-sc-2011-09-30T11:53:10Z-1283447	ERS064936	LIBRARY_CONSTRUCTION_PROTOCOL_1	3737644_ERX200554	PAIRED	ChIP	GENOMIC	ChIP-Seq	213	58	SEQUENCING_PROTOCOL_1	SC	ERX200554	sequencing assay	ERX200554	ERR225894_1	SC	ERR225894	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225894/ERR225894_1.fastq.gz	  	        
ERS064936	Homo sapiens	NCBI Taxonomy	9606	  	  	  	  	  	  	GM12155i_71-sc-2011-09-30T11:53:10Z-1283447	ERS064936	LIBRARY_CONSTRUCTION_PROTOCOL_1	3737644_ERX200554	PAIRED	ChIP	GENOMIC	ChIP-Seq	213	58	SEQUENCING_PROTOCOL_1	SC	ERX200554	sequencing assay	ERX200554	ERR225894_2	SC	ERR225894	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225894/ERR225894_2.fastq.gz	  	        
ERS064937	Homo sapiens	NCBI Taxonomy	9606	  	  	  	  	  	  	GM12872i_72-sc-2011-09-30T11:53:11Z-1283448	ERS064937	LIBRARY_CONSTRUCTION_PROTOCOL_1	3737645_ERX200555	PAIRED	ChIP	GENOMIC	ChIP-Seq	213	58	SEQUENCING_PROTOCOL_1	SC	ERX200555	sequencing assay	ERX200555	ERR225895_1	SC	ERR225895	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225895/ERR225895_1.fastq.gz	  	        
ERS064937	Homo sapiens	NCBI Taxonomy	9606	  	  	  	  	  	  	GM12872i_72-sc-2011-09-30T11:53:11Z-1283448	ERS064937	LIBRARY_CONSTRUCTION_PROTOCOL_1	3737645_ERX200555	PAIRED	ChIP	GENOMIC	ChIP-Seq	213	58	SEQUENCING_PROTOCOL_1	SC	ERX200555	sequencing assay	ERX200555	ERR225895_2	SC	ERR225895	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR225/ERR225895/ERR225895_2.fastq.gz	  	        
